id,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL","Attachment Filename","Attachment Path","Attachment ID","Attachment Title","Attachment Caption","Attachment Description","Attachment Alt Text",Tags,"Event Categories","Event Types",_vc_post_settings,slide_template,_wp_page_template,mfn-post-love,_dp_original,_wp_old_slug,Status,Author,Slug,Format,Template,Parent,Order,"Comment Status","Ping Status"
713,"TLG Winter Conference","Please print and email registration to info@leazeragency.com

<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2015/12/TLG-2016-WINTER-CONFERENCE-1.pdf"" target=""_blank"" rel="""">TLG 2016 WINTER CONFERENCE</a>",,20151213,espresso_events,https://agentportal.leazergroup.com/events/sample-event-1-2/,,,,,,,,,https://agentportal.leazergroup.com/wp-content/uploads/2015/12/TLG-2016-WINTER-CONFERENCE-1.pdf,TLG-2016-WINTER-CONFERENCE-1.pdf,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2015/12/TLG-2016-WINTER-CONFERENCE-1.pdf,791,"TLG 2016 WINTER CONFERENCE",,,,,Conference,"Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,sample-event-1-2,,default,0,0,closed,closed
1033,"Maryland Boot Camp","<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/BWI-Marriott.jpg"" rel=""attachment wp-att-1034""><img class=""alignnone size-medium wp-image-1034"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/BWI-Marriott-300x208.jpg"" alt=""BWI Marriott"" width=""300"" height=""208"" /></a>",,20160209,espresso_events,https://agentportal.leazergroup.com/events/maryland-boot-camp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/02/BWI-Marriott.jpg,BWI-Marriott.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/02/BWI-Marriott.jpg,1034,"BWI Marriott",,,,,,,,,,,,,,"Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,maryland-boot-camp,,default,0,0,closed,closed
1038,"Dallas, TX Boot Camp","<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/DFW-Marriott-South-2.jpg"" rel=""attachment wp-att-1039""><img class=""alignnone size-medium wp-image-1039"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/DFW-Marriott-South-2-300x208.jpg"" alt=""DFW Marriott South-2"" width=""300"" height=""208"" /></a>",,20160209,espresso_events,https://agentportal.leazergroup.com/events/dallas-tx-boot-camp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/02/DFW-Marriott-South-2.jpg,DFW-Marriott-South-2.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/02/DFW-Marriott-South-2.jpg,1039,"DFW Marriott South-2",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,dallas-tx-boot-camp,,default,0,0,closed,closed
1041,"Austin, TX Boot Camp","<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Austin-Courtyard-Marriot-South-2.jpg"" rel=""attachment wp-att-1044""><img class=""alignnone size-medium wp-image-1044"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Austin-Courtyard-Marriot-South-2-300x207.jpg"" alt=""Austin Courtyard Marriot South-2"" width=""300"" height=""207"" /></a>",,20160209,espresso_events,https://agentportal.leazergroup.com/events/austin-tx-boot-camp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Austin-Courtyard-Marriot-South-2.jpg,Austin-Courtyard-Marriot-South-2.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/02/Austin-Courtyard-Marriot-South-2.jpg,1044,"Austin Courtyard Marriot South-2",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,austin-tx-boot-camp,,default,0,0,closed,closed
1050,"Idaho Boot Camp","<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/hotel-springhill-suites-boise-parkcenter-025.jpg"" rel=""attachment wp-att-1047""><img class=""alignnone size-medium wp-image-1047"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/hotel-springhill-suites-boise-parkcenter-025-300x205.jpg"" alt=""hotel-springhill-suites-boise-parkcenter-025"" width=""300"" height=""205"" /></a>",,20160210,espresso_events,https://agentportal.leazergroup.com/events/idaho-boot-camp/,,,,,,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,idaho-boot-camp,,default,0,0,closed,closed
1051,"Oregon Boot Camp","<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/marriott-portland-downtown-waterfront-portland-exterior-3867.jpg"" rel=""attachment wp-att-1049""><img class=""alignnone size-medium wp-image-1049"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/marriott-portland-downtown-waterfront-portland-exterior-3867-300x225.jpg"" alt=""marriott-portland-downtown-waterfront-portland-exterior-3867"" width=""300"" height=""225"" /></a>",,20160210,espresso_events,https://agentportal.leazergroup.com/events/oregon-boot-camp/,,,,,,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,oregon-boot-camp,,default,0,0,closed,closed
1103,"New York Boot Camp","<b>Hosted by: National Agency Manager: Aaron Guetterman and Agency Leader: Lateef Duncan</b>

<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Buffalo-NY-Airport-Courtyard-Marriott.jpg"" rel=""attachment wp-att-1102""><img class=""alignnone size-medium wp-image-1102"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Buffalo-NY-Airport-Courtyard-Marriott-300x268.jpg"" alt=""Buffalo-NY Airport-Courtyard-Marriott"" width=""300"" height=""268"" /></a>",,20160218,espresso_events,https://agentportal.leazergroup.com/events/new-york-boot-camp/,,,,,,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,new-york-boot-camp,,default,0,0,closed,closed
1118,"Tennessee Bootcamp","<h4><b>Host: TLG Founder and CEO, Art Leazer, and TLG Director of Operations, Kimberly Narretto</b></h4>
<h4><strong><span style=""color: #ff0000;"">Registration deadline <span class=""aBn"" tabindex=""0"" data-term=""goog_797973338""><span class=""aQJ"">Wednesday 3/11/16</span></span></span></strong></h4>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Nashiville-Marriott-1.jpg"" rel=""attachment wp-att-1119""><img class=""alignnone size-full wp-image-1119"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Nashiville-Marriott-1.jpg"" alt=""Nashiville Marriott 1"" width=""173"" height=""166"" /></a> <a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Nashville-Marriott-2.jpg"" rel=""attachment wp-att-1120""><img class=""alignnone size-medium wp-image-1120"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Nashville-Marriott-2.jpg"" alt=""Nashville Marriott 2"" width=""184"" height=""163"" /></a>",,20160223,espresso_events,https://agentportal.leazergroup.com/events/tennessee-bootcamp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Nashville-Marriott-2.jpg|https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Nashiville-Marriott-1.jpg,Nashville-Marriott-2.jpg|Nashiville-Marriott-1.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/02/Nashville-Marriott-2.jpg|/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/02/Nashiville-Marriott-1.jpg,1120|1119,"Nashville Marriott 2|Nashiville Marriott 1",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,tennessee-bootcamp,,default,0,0,closed,closed
1193,"Missouri Bootcamp","<h4><b>Host: National Agency Manager, Aaron Guetterman and Agency Manager, Brett Hickman </b></h4>
<h4><strong><span style=""color: #ff0000;"">Registration deadline Friday<span class=""aBn"" tabindex=""0"" data-term=""goog_797973338""><span class=""aQJ""> 4/1/16</span></span></span></strong></h4>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Kansas-City-Airport-Marriott-Courtyard.jpg"" rel=""attachment wp-att-1194""><img class=""alignnone size-full wp-image-1194"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Kansas-City-Airport-Marriott-Courtyard.jpg"" alt=""Kansas City Airport Marriott Courtyard"" width=""187"" height=""248"" /></a>

&nbsp;",,20160303,espresso_events,https://agentportal.leazergroup.com/events/missouri-bootcamp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Kansas-City-Airport-Marriott-Courtyard.jpg,Kansas-City-Airport-Marriott-Courtyard.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/Kansas-City-Airport-Marriott-Courtyard.jpg,1194,"Kansas City Airport Marriott Courtyard",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,missouri-bootcamp,,default,0,0,closed,closed
1219,"Philadelphia PA Bootcamp","<h3><em><strong>Host: Agency Manager-Brett Grossman</strong></em></h3>
<h4><span style=""color: #ff0000;"">Registration Deadline 3/18/2016</span></h4>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/PA-Crown-Plaze.jpg"" rel=""attachment wp-att-1220""><img class=""alignnone size-full wp-image-1220"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/PA-Crown-Plaze.jpg"" alt=""PA Crown Plaze"" width=""250"" height=""215"" /></a>",,20160310,espresso_events,https://agentportal.leazergroup.com/events/philadelphia-pa-bootcamp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/03/PA-Crown-Plaze.jpg,PA-Crown-Plaze.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/PA-Crown-Plaze.jpg,1220,"PA Crown Plaze",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,philadelphia-pa-bootcamp,,default,0,0,closed,closed
1257,"TLG Spring Conference 2016",,,20160325,espresso_events,https://agentportal.leazergroup.com/events/tlg-spring-conference-2016/,https://agentportal.leazergroup.com/wp-content/uploads/2016/03/spc2016-mainpic.jpg|https://agentportal.leazergroup.com/wp-content/uploads/2016/03/spc2016-Marroitt-conf-room.jpg|https://agentportal.leazergroup.com/wp-content/uploads/2016/03/ski-veiw-Crabtree-marriott.jpg|https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Crabtree-Marriott-rooms.jpg|https://agentportal.leazergroup.com/wp-content/uploads/2016/03/CrabTree-Marriot-Lobby.jpg|https://agentportal.leazergroup.com/wp-content/uploads/2016/03/raleigh-spring-skyline-dan-nelson-Mod.jpg,spc2016-mainpic.jpg|spc2016-Marroitt-conf-room.jpg|ski-veiw-Crabtree-marriott.jpg|Crabtree-Marriott-rooms.jpg|CrabTree-Marriot-Lobby.jpg|raleigh-spring-skyline-dan-nelson-Mod.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/spc2016-mainpic.jpg|/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/spc2016-Marroitt-conf-room.jpg|/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/ski-veiw-Crabtree-marriott.jpg|/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/Crabtree-Marriott-rooms.jpg|/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/CrabTree-Marriot-Lobby.jpg|/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/raleigh-spring-skyline-dan-nelson-Mod.jpg,1292|1296|1295|1294|1293|1290,spc2016-mainpic|spc2016-Marroitt-conf-room|ski-veiw-Crabtree-marriott|Crabtree-Marriott-rooms|CrabTree-Marriot-Lobby|raleigh-spring-skyline-dan-nelson-Mod,,,,https://agentportal.leazergroup.com/wp-content/uploads/2016/03/SPC2016-pd-1.pdf,SPC2016-pd-1.pdf,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/SPC2016-pd-1.pdf,1291,"SPC2016-pd (1)",,,,,Conference,"Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,tlg-spring-conference-2016,,default,0,0,closed,closed
1348,"Chicago IL Boot Camp","<h4><b>Host: TLG Founder and CEO, Art Leazer, and TLG Director of Operations, Kimberly Narretto and Agency Manger Nic Horner.</b></h4>
<a style=""line-height: 1.5;"" href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Chicago-Marriott-Ohare.jpg"" rel=""attachment wp-att-1349""><img class=""alignnone size-full wp-image-1349"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Chicago-Marriott-Ohare.jpg"" alt=""Chicago Marriott Ohare"" width=""295"" height=""171"" /></a>",,20160328,espresso_events,https://agentportal.leazergroup.com/events/chicago-il-boot-camp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Chicago-Marriott-Ohare.jpg,Chicago-Marriott-Ohare.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/Chicago-Marriott-Ohare.jpg,1349,"Chicago Marriott Ohare",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,chicago-il-boot-camp,,default,0,0,closed,closed
1351,"Alabama Boot Camp","<h4>Host: TLG’s Development Agency Manager John Guetterman &amp; Agency Manager: Brett Grossman</h4>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Courtyard-Birmingham-AL.jpg"" rel=""attachment wp-att-1352""><img class=""alignnone size-full wp-image-1352"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Courtyard-Birmingham-AL.jpg"" alt=""Courtyard Birmingham AL"" width=""307"" height=""164"" /></a>",,20160329,espresso_events,https://agentportal.leazergroup.com/events/alabama-boot-camp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Courtyard-Birmingham-AL.jpg,Courtyard-Birmingham-AL.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/Courtyard-Birmingham-AL.jpg,1352,"Courtyard Birmingham AL",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,alabama-boot-camp,,default,0,0,closed,closed
1355,"Florida Boot Camp","<h4>Host:Art Leazer (CEO/Founder), Tom Brown (Agency Manager) &amp; Nick Horner (Agency Manager)</h4>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Courtyard-Orlando-Soulth.jpg"" rel=""attachment wp-att-1356""><img class=""alignnone size-full wp-image-1356"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Courtyard-Orlando-Soulth.jpg"" alt=""Courtyard Orlando Soulth"" width=""270"" height=""187"" /></a>",,20160329,espresso_events,https://agentportal.leazergroup.com/events/florida-boot-camp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/03/Courtyard-Orlando-Soulth.jpg,Courtyard-Orlando-Soulth.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/03/Courtyard-Orlando-Soulth.jpg,1356,"Courtyard Orlando Soulth",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,florida-boot-camp,,default,0,0,closed,closed
1378,"Portland, OR and Seattle, WA Bootcamp","<h4>Portland, OR and Seattle, WA bootcamps have been combined into one awesome location.</h4>
<h4>Host: CEO/Founder,Art Leazer &amp; Director of Operations,Kimberly Narretto</h4>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/04/Portland-DoubleTree.jpg"" rel=""attachment wp-att-1379""><img class=""alignnone size-full wp-image-1379"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/04/Portland-DoubleTree.jpg"" alt=""Portland DoubleTree"" width=""300"" height=""168"" /></a>",,20160404,espresso_events,https://agentportal.leazergroup.com/events/portland-or-bootcamp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/04/Renaissance-downtown-Seattle.jpg|https://agentportal.leazergroup.com/wp-content/uploads/2016/04/Portland-DoubleTree.jpg,Renaissance-downtown-Seattle.jpg|Portland-DoubleTree.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/04/Renaissance-downtown-Seattle.jpg|/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/04/Portland-DoubleTree.jpg,1380|1379,"Renaissance downtown Seattle|Portland DoubleTree",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,portland-or-bootcamp,,default,0,0,closed,closed
1381,"Seattle, WA Bootcamp","<h4>Host: CEO/Founder,Art Leazer &amp; Director of Operations,Kimberly Narretto</h4>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/04/Renaissance-downtown-Seattle.jpg"" rel=""attachment wp-att-1380""><img class=""alignnone size-full wp-image-1380"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/04/Renaissance-downtown-Seattle.jpg"" alt=""Renaissance downtown Seattle"" width=""270"" height=""187"" /></a>",,20160404,espresso_events,https://agentportal.leazergroup.com/?post_type=espresso_events&p=1381,,,,,,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,draft,3,seattle-wa-bootcamp,,default,0,0,closed,closed
1509,"New York Boot Camp","<b>Hosted by: National Agency Manager: Aaron Guetterman and Agency Leader: Lateef Duncan</b>

<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Buffalo-NY-Airport-Courtyard-Marriott.jpg"" rel=""attachment wp-att-1102""><img class=""alignnone size-medium wp-image-1102"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/02/Buffalo-NY-Airport-Courtyard-Marriott-300x268.jpg"" alt=""Buffalo-NY Airport-Courtyard-Marriott"" width=""300"" height=""268"" /></a>",,20160526,espresso_events,https://agentportal.leazergroup.com/events/new-york-boot-camp-2/,,,,,,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,1103,,publish,3,new-york-boot-camp-2,,default,0,0,closed,closed
1512,"Baltimore MD Bootcamp","<h3>Host: Agency Manager, Brett Grossman</h3>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/05/BaltimoreHamptonInn.jpg""><img class=""alignnone size-full wp-image-1511"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/05/BaltimoreHamptonInn.jpg"" alt=""BaltimoreHamptonInn"" width=""246"" height=""204"" /></a>",,20160526,espresso_events,https://agentportal.leazergroup.com/events/baltimore-md-bootcamp/,,,,,,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,baltimore-md-bootcamp,,default,0,0,closed,closed
1515,"Raleigh NC Bootcamp 6-3-16","<h3>Host: Founder- Art Leazer &amp; VP Kimberly Narretto</h3>
NO Charge but space is limited to 25

<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/05/TLGCorporate.jpg""><img class=""alignnone size-full wp-image-1514"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/05/TLGCorporate.jpg"" alt=""TLGCorporate"" width=""212"" height=""187"" /></a>",,20160526,espresso_events,https://agentportal.leazergroup.com/events/raleigh-nc-bootcamp-6-3-16/,,,,,,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,raleigh-nc-bootcamp-6-3-16,,default,0,0,closed,closed
1516,"Raleigh NC Bootcamp 6-17-16","<h3>Host: Founder &amp; CEO- Art Leazer &amp; VP Kimberly Narretto</h3>
NO Charge but space is limited to 25

<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/05/raleigh.jpg""><img class=""alignnone wp-image-1565 size-full"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/05/raleigh.jpg"" width=""218"" height=""191"" /></a>",,20160526,espresso_events,https://agentportal.leazergroup.com/events/raleigh-nc-bootcamp-6-17-16/,https://agentportal.leazergroup.com/wp-content/uploads/2016/05/raleigh.jpg,raleigh.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/05/raleigh.jpg,1565,raleigh,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,1515,,publish,3,raleigh-nc-bootcamp-6-17-16,,default,0,0,closed,closed
1544,"Orlando FL Bootcamp","<h3>Host: Agency Manager, Nick Horner</h3>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/06/Orlando.jpg""><img class=""alignnone wp-image-1559 size-full"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/06/Orlando.jpg"" width=""247"" height=""186"" /></a>",,20160610,espresso_events,https://agentportal.leazergroup.com/events/tampa-fl-bootcamp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/06/Orlando.jpg|https://agentportal.leazergroup.com/wp-content/uploads/2016/06/Kansas-MO.jpg|https://agentportal.leazergroup.com/wp-content/uploads/2016/06/tampa.jpg,Orlando.jpg|Kansas-MO.jpg|tampa.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/06/Orlando.jpg|/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/06/Kansas-MO.jpg|/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/06/tampa.jpg,1559|1558|1545,"Orlando|Kansas MO|tampa",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,tampa-fl-bootcamp,,default,0,0,closed,closed
1546,"Dallas TX Bootcamp","<h3>Host: Agency Leader, Ellis Mayberry</h3>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/06/dallas-mariott.jpg""><img class=""alignnone size-full wp-image-1547"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/06/dallas-mariott.jpg"" alt=""dallas mariott"" width=""288"" height=""213"" /></a>",,20160610,espresso_events,https://agentportal.leazergroup.com/events/dallas-tx-bootcamp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/06/dallas-mariott.jpg,dallas-mariott.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/06/dallas-mariott.jpg,1547,"dallas mariott",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,dallas-tx-bootcamp,,default,0,0,closed,closed
1562,"Kansas City, MO Bootcamp","<h3><b>Host: Agency Leader-Brock Evans</b></h3>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/06/Kansas-MO-1.jpg""><img class=""alignnone size-full wp-image-1563"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/06/Kansas-MO-1.jpg"" alt=""Kansas MO"" width=""347"" height=""296"" /></a>",,20160614,espresso_events,https://agentportal.leazergroup.com/events/kansas-city-mo-bootcamp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/06/Kansas-MO-1.jpg,Kansas-MO-1.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/06/Kansas-MO-1.jpg,1563,"Kansas MO",,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,kansas-city-mo-bootcamp,,default,0,0,closed,closed
1633,"Nashville TN Bootcamp","<h4>Hosted By: Founder &amp; CEO: Art Leazer &amp; National Agency Manager: Aaron Guetterman</h4>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/07/Marriott-Nashville-Airport.jpg""><img class=""alignnone size-full wp-image-1634"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/07/Marriott-Nashville-Airport.jpg"" alt=""Marriott-Nashville-Airport"" width=""259"" height=""194"" /></a>

&nbsp;",,20160705,espresso_events,https://agentportal.leazergroup.com/events/nashville-tn-bootcamp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/07/Marriott-Nashville-Airport.jpg,Marriott-Nashville-Airport.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/07/Marriott-Nashville-Airport.jpg,1634,Marriott-Nashville-Airport,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,nashville-tn-bootcamp,,default,0,0,closed,closed
1635,"Raleigh, NC Bootcamp","<h4 style=""text-align: left;"">Hosted By: Founder &amp; CEO-Art Leazer, VP of Sales &amp; Marketing-Kimberly Narretto,</h4>
<h4 style=""text-align: left;"">National Agency Manager-Aaron Guetterman</h4>
Registration is FREE

TLG Training Room 2<sup>nd</sup> FLR

New TLG agents <strong>ONLY</strong>

MAX capacity 25

<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/05/TLGCorporate.jpg""><img class=""alignnone size-full wp-image-1514"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/05/TLGCorporate.jpg"" alt=""TLGCorporate"" width=""212"" height=""187"" /></a>",,20160705,espresso_events,https://agentportal.leazergroup.com/events/raleigh-nc-bootcamp/,,,,,,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,raleigh-nc-bootcamp,,default,0,0,closed,closed
1655,"Orlando FL Bootcamp","<h3>Host: Agency Manager, Nick Horner</h3>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/06/Orlando.jpg""><img class=""alignnone wp-image-1559 size-full"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/06/Orlando.jpg"" width=""247"" height=""186"" /></a>",,20160714,espresso_events,https://agentportal.leazergroup.com/events/orlando-fl-bootcamp/,,,,,,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,3,orlando-fl-bootcamp,,default,0,0,closed,closed
1674,"Houston TX Bootcamp","<h4 style=""text-align: left;"">Hosted By: Founder &amp; CEO-Art Leazer, VP of Sales &amp; Marketing-Kimberly Narretto</h4>
<a href=""https://agentportal.leazergroup.com/wp-content/uploads/2016/07/It.jpg""><img class=""alignnone size-full wp-image-1675"" src=""https://agentportal.leazergroup.com/wp-content/uploads/2016/07/It.jpg"" alt=""It"" width=""258"" height=""220"" /></a>",,20160722,espresso_events,https://agentportal.leazergroup.com/events/houston-tx-bootcamp/,https://agentportal.leazergroup.com/wp-content/uploads/2016/07/It.jpg,It.jpg,/home/content/p3pnexwpnas05_data02/64/2908564/html/wp-content/uploads/2016/07/It.jpg,1675,It,,,,,,,,,,,,,"Boot Camp","Single Event","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,default,0,,,publish,1,houston-tx-bootcamp,,default,0,0,closed,closed
